,Sink,Source,Time Class,Time Delta,Transmission Type,Weight,Host1,Isolation Date1,State1,Subtype1,Host2,Isolation Date2,State2,Subtype2
372,A/mallard/California/1305/2010,A/mallard/California/1353/2010,Direct Transmission,-3,Intra-Species,7.9971869999999985,IRD:Mallard/Avian,2010-08-06,California,H10N7,IRD:Mallard/Avian,2010-08-03,California,H10N7
373,A/mallard/California/1335-1/2010,A/mallard/California/1335/2010,Direct Transmission,0,Intra-Species,7.9985490000000015,IRD:Mallard/Avian,2010-08-03,California,H10N7,IRD:Mallard/Avian,2010-08-03,California,H10N7
374,A/mallard/California/1335/2010,A/mallard/California/1335-1/2010,Direct Transmission,0,Intra-Species,7.9985490000000015,IRD:Mallard/Avian,2010-08-03,California,H10N7,IRD:Mallard/Avian,2010-08-03,California,H10N7
375,A/mallard/California/1353/2010,A/mallard/California/1305/2010,Direct Transmission,3,Intra-Species,7.9971869999999985,IRD:Mallard/Avian,2010-08-03,California,H10N7,IRD:Mallard/Avian,2010-08-06,California,H10N7
376,A/mallard/California/1356/2010,A/mallard/California/1335/2010,Direct Transmission,1,Intra-Species,7.9818510000000025,IRD:Mallard/Avian,2010-08-03,California,H10N7,IRD:Mallard/Avian,2010-08-04,California,H10N7
377,A/mallard/California/2420/2010,A/mallard/California/1335/2010,Environmental Persistence,81,Intra-Species,7.982649,IRD:Mallard/Avian,2010-08-03,California,H10N7,IRD:Mallard/Avian,2010-10-23,California,H10N7
378,A/mallard/California/2444/2010,A/American wigeon/California/2423/2010,Direct Transmission,4,Inter-Species,7.989367999999999,IRD:American Wigeon/Avian,2010-10-23,California,H6N1,IRD:Mallard/Avian,2010-10-27,California,H6N1
379,A/mallard/California/2529/2010,A/American wigeon/California/2423/2010,Direct Transmission,0,Inter-Species,7.9969709999999985,IRD:American Wigeon/Avian,2010-10-23,California,H6N1,IRD:Mallard/Avian,2010-10-23,California,H6N1
380,A/mallard/California/3569/2010,A/northern pintail/California/3466/2010,Direct Transmission,10,Inter-Species,7.963135,IRD:Northern Pintail/Avian,2010-12-08,California,H1N3,IRD:Mallard/Avian,2010-12-18,California,H1N3
381,A/mallard/California/5149/2009,A/mallard/California/5222/2009,Direct Transmission,-2,Intra-Species,7.9909029999999985,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-25,California,H5N2
382,A/mallard/California/5174/2009,A/mallard/California/5222/2009,Direct Transmission,-2,Intra-Species,7.997077,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-25,California,H5N2
383,A/mallard/California/5191/2009,A/mallard/California/5222/2009,Direct Transmission,0,Intra-Species,7.991942,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-27,California,H5N2
384,A/mallard/California/5197/2009,A/mallard/California/5359/2009,Direct Transmission,-8,Intra-Species,7.9836,IRD:Mallard/Avian,2009-08-04,California,H5N2,IRD:Mallard/Avian,2009-07-27,California,H5N2
385,A/mallard/California/5212/2009,A/mallard/California/5222/2009,Direct Transmission,0,Intra-Species,7.996407,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-27,California,H5N2
386,A/mallard/California/5219/2009,A/mallard/California/5222/2009,Direct Transmission,0,Intra-Species,7.998972999999999,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-27,California,H5N2
387,A/mallard/California/5222/2009,A/mallard/California/5219/2009,Direct Transmission,0,Intra-Species,7.998972999999999,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-27,California,H5N2
388,A/mallard/California/5250/2009,A/mallard/California/5222/2009,Direct Transmission,1,Intra-Species,7.993368999999999,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-28,California,H5N2
389,A/mallard/California/5255/2009,A/blue-winged teal/Prince Edward Island/03927/2009,Direct Transmission,-22,Inter-Species,7.525664999999999,IRD:Blue-Winged Teal/Avian,2009-08-19,Prince Edward Island,H3N8,IRD:Mallard/Avian,2009-07-28,California,H3N8
390,A/mallard/California/5276/2009,A/mallard/California/5222/2009,Direct Transmission,2,Intra-Species,7.985794999999999,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-29,California,H5N2
391,A/mallard/California/5319/2009,A/mallard/California/5222/2009,Direct Transmission,-4,Intra-Species,7.992120000000001,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-23,California,H5N2
392,A/mallard/California/5359/2009,A/mallard/California/5386/2009,Direct Transmission,0,Intra-Species,7.984916,IRD:Mallard/Avian,2009-08-04,California,H5N2,IRD:Mallard/Avian,2009-08-04,California,H5N2
393,A/mallard/California/5386/2009,A/mallard/California/5359/2009,Direct Transmission,0,Intra-Species,7.984916,IRD:Mallard/Avian,2009-08-04,California,H5N2,IRD:Mallard/Avian,2009-08-04,California,H5N2
394,A/mallard/California/5491/2009,A/mallard/California/5222/2009,Direct Transmission,-4,Intra-Species,7.992877,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-23,California,H5N2
395,A/mallard/California/5502/2009,A/mallard/California/5222/2009,Direct Transmission,-4,Intra-Species,7.983445,IRD:Mallard/Avian,2009-07-27,California,H5N2,IRD:Mallard/Avian,2009-07-23,California,H5N2
396,A/mallard/California/6695/2009,A/American wigeon/California/2997/2010,Direct Transmission,-388,Inter-Species,7.965431,IRD:American Wigeon/Avian,2010-11-17,California,H6N1,IRD:Mallard/Avian,2009-10-25,California,H6N1
397,A/mallard/California/6768/2009,A/red-necked grebe/Minnesota/AI10-1954/2010,Direct Transmission,-255,Inter-Species,7.6444839999999985,IRD:Grebe/Avian,2010-07-07,Minnesota,H1N1,IRD:Mallard/Avian,2009-10-25,California,H1N1
398,A/mallard/Illinois/10OS2677/2010,A/blue-winged teal/Iowa/10OS2624/2010,Direct Transmission,14,Inter-Species,7.982403999999999,IRD:Teal/Avian,2010-09-18,Iowa,H3N2,IRD:Mallard/Avian,2010-10-02,Illinois,H3N2
399,A/mallard/Illinois/10OS3786/2010,A/mallard/Illinois/10OS4111/2010,Direct Transmission,-1,Intra-Species,7.9179080000000015,IRD:Mallard/Avian,2010-11-28,Illinois,H10N7,IRD:Mallard/Avian,2010-11-27,Illinois,H10N7
400,A/mallard/Illinois/10OS4111/2010,A/mallard/Illinois/10OS3786/2010,Direct Transmission,1,Intra-Species,7.9179080000000015,IRD:Mallard/Avian,2010-11-27,Illinois,H10N7,IRD:Mallard/Avian,2010-11-28,Illinois,H10N7
401,A/mallard/Illinois/10OS4130/2010,A/blue-winged teal/Guatemala/CIP049-03/2009,Environmental Persistence,383,Inter-Species,7.662016,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2,IRD:Mallard/Avian,2010-11-29,Illinois,H11N2
402,A/mallard/Illinois/10OS4334/2010,A/northern shoveler/Mississippi/236/2010,Environmental Persistence,319,Inter-Species,7.725646999999999,IRD:Northern Shoveler/Avian,2010-01-12,Mississippi,H10N7,IRD:Mallard/Avian,2010-11-27,Illinois,H10N7
403,A/mallard/Illinois/4124/2009,A/ring-necked duck/Illinois/4125/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Ring-Necked Duck/Avian,2009-11-29,Illinois,H4N8,IRD:Mallard/Avian,2009-11-29,Illinois,H4N8
404,A/mallard/Interior Alaska/10BM01929R0/2010,A/northern pintail/Interior Alaska/9BM10287R0/2009,Environmental Persistence,303,Inter-Species,7.961746999999999,IRD:Northern Pintail/Avian,2009-08-16,Interior Alaska,H10N7,IRD:Mallard/Avian,2010-06-15,Interior Alaska,H10N7
405,A/mallard/Interior Alaska/10BM02530R0/2010,A/mallard/Interior Alaska/10BM04626R0/2010,Direct Transmission,-26,Intra-Species,7.992939,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-06-22,Interior Alaska,H4N6
406,A/mallard/Interior Alaska/10BM02644R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Direct Transmission,2,Inter-Species,7.9945179999999985,IRD:Northern Shoveler/Avian,2010-06-23,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-06-25,Interior Alaska,H4N6
407,A/mallard/Interior Alaska/10BM02980R0/2010,A/northern shoveler/Arkansas/11OS386/2011,Direct Transmission,-194,Inter-Species,7.765326999999999,IRD:Northern Shoveler/Avian,2011-01-12,Arkansas,H9N2,IRD:Mallard/Avian,2010-07-02,Interior Alaska,H9N2
408,A/mallard/Interior Alaska/10BM03979R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,19,Inter-Species,7.98942,IRD:Northern Shoveler/Avian,2010-06-23,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-12,Interior Alaska,H4N6
409,A/mallard/Interior Alaska/10BM04623R0/2010,A/mallard/Interior Alaska/10BM04624R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6
410,A/mallard/Interior Alaska/10BM04623R0/2010,A/northern pintail/Interior Alaska/10BM04722R0/2010,Direct Transmission,0,Inter-Species,8.0,IRD:Northern Pintail/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6
411,A/mallard/Interior Alaska/10BM04624R0/2010,A/mallard/Interior Alaska/10BM04623R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6
412,A/mallard/Interior Alaska/10BM04624R0/2010,A/northern pintail/Interior Alaska/10BM04722R0/2010,Direct Transmission,0,Inter-Species,8.0,IRD:Northern Pintail/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6
413,A/mallard/Interior Alaska/10BM04626R0/2010,A/mallard/Interior Alaska/10BM08622R0/2010,Direct Transmission,-18,Intra-Species,7.99672,IRD:Mallard/Avian,2010-08-05,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6
414,A/mallard/Interior Alaska/10BM04988R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,28,Inter-Species,7.994253,IRD:Northern Shoveler/Avian,2010-06-23,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-21,Interior Alaska,H4N6
415,A/mallard/Interior Alaska/10BM05247R0/2010,A/northern shoveler/Interior Alaska/10BM05408R0/2010,Direct Transmission,-2,Inter-Species,7.996488999999999,IRD:Northern Shoveler/Avian,2010-07-25,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-23,Interior Alaska,H4N6
416,A/mallard/Interior Alaska/10BM05249R0/2010,A/mallard/Interior Alaska/10BM05337R0/2010,Direct Transmission,-1,Intra-Species,7.997160000000001,IRD:Mallard/Avian,2010-07-24,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-23,Interior Alaska,H4N6
417,A/mallard/Interior Alaska/10BM05337R0/2010,A/mallard/Interior Alaska/10BM05249R0/2010,Direct Transmission,1,Intra-Species,7.997160000000001,IRD:Mallard/Avian,2010-07-23,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-24,Interior Alaska,H4N6
418,A/mallard/Interior Alaska/10BM05347R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,-1,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-26,Interior Alaska,H7N3,IRD:Mallard/Avian,2010-07-25,Interior Alaska,H7N3
419,A/mallard/Interior Alaska/10BM05797R0/2010,A/mallard/Interior Alaska/10BM10000R0/2010,Direct Transmission,-13,Intra-Species,7.990054999999999,IRD:Mallard/Avian,2010-08-08,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-26,Interior Alaska,H3N8
420,A/mallard/Interior Alaska/10BM05860R0/2010,A/mallard/Interior Alaska/10BM05347R0/2010,Direct Transmission,1,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-25,Interior Alaska,H7N3,IRD:Mallard/Avian,2010-07-26,Interior Alaska,H7N3
421,A/mallard/Interior Alaska/10BM05900R0/2010,A/northern shoveler/Interior Alaska/10BM05649R0/2010,Direct Transmission,0,Inter-Species,7.999134,IRD:Northern Shoveler/Avian,2010-07-26,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-26,Interior Alaska,H3N8
422,A/mallard/Interior Alaska/10BM05900R0/2010,A/ring-necked duck/Interior Alaska/10BM05792R0/2010,Direct Transmission,0,Inter-Species,7.999134,IRD:Ring-necked Duck/Avian,2010-07-26,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-26,Interior Alaska,H3N8
423,A/mallard/Interior Alaska/10BM05968R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,-8,Inter-Species,7.994205,IRD:Northern Pintail/Avian,2010-08-04,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-27,Interior Alaska,H3N8
424,A/mallard/Interior Alaska/10BM05968R0/2010,A/northern pintail/Interior Alaska/10BM08489R0/2010,Direct Transmission,-8,Inter-Species,7.994205,IRD:Northern Pintail/Avian,2010-08-04,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-27,Interior Alaska,H3N8
425,A/mallard/Interior Alaska/10BM06447R0/2010,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,Direct Transmission,-3,Inter-Species,7.957495,IRD:Green-winged Teal/Avian,2010-08-02,Interior Alaska,H3N8,IRD:Mallard/Avian,2010-07-30,Interior Alaska,(H3)
426,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
427,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
428,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
429,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
430,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
431,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
432,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
433,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
434,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
435,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
436,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
437,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
438,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
439,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
440,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
441,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
442,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
443,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
444,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
445,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
446,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
447,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
448,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
449,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
450,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
451,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,7.999567,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
452,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
453,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,Direct Transmission,0,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
454,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
455,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,Direct Transmission,0,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
456,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,Direct Transmission,0,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
457,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4,Intra-Species,7.999414999999999,IRD:Mallard/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
458,A/mallard/Interior Alaska/10BM06459R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,Direct Transmission,0,Intra-Species,7.999567,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-07-30,Interior Alaska,H4N6
