,Collection Date,Complete Genome,Country,Host Species,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Strain Name,Subtype
2054,9/16/2009,Yes,USA,IRD:Human,CY057429,CY057428,CY057427,CY057422,CY057425,CY057424,CY057423,CY057426,Wisconsin,A/Wisconsin/629-D00485/2009(H1N1),H1N1
2055,5/7/2009,Yes,USA,IRD:Human,CY046610,CY046609,CY046608,CY046603,CY046606,CY046605,CY046604,CY046607,Wisconsin,A/Wisconsin/629-D00487/2009(H1N1),H1N1
2056,6/20/2009,Yes,USA,IRD:Human,CY051198,CY051197,CY051196,CY051191,CY051194,CY051193,CY051192,CY051195,Wisconsin,A/Wisconsin/629-D00496/2009(H1N1),H1N1
2057,5/3/2009,Yes,USA,IRD:Human,CY046890,CY046889,CY046888,CY046883,CY046886,CY046885,CY046884,CY046887,Wisconsin,A/Wisconsin/629-D00498/2009(H1N1),H1N1
2058,11/17/2009,Yes,USA,IRD:Human,CY058347,CY058346,CY058345,CY058340,CY058343,CY058342,CY058341,CY058344,Wisconsin,A/Wisconsin/629-D00503/2009(H1N1),H1N1
2059,11/22/2009,Yes,USA,IRD:Human,CY057893,CY057892,CY057891,CY057886,CY057889,CY057888,CY057887,CY057890,Wisconsin,A/Wisconsin/629-D00533/2009(H1N1),H1N1
2060,6/16/2009,Yes,USA,IRD:Human,CY051166,CY051165,CY051164,CY051159,CY051162,CY051161,CY051160,CY051163,Wisconsin,A/Wisconsin/629-D00541/2009(H1N1),H1N1
2061,10/18/2009,Yes,USA,IRD:Human,CY057661,CY057660,CY057659,CY057654,CY057657,CY057656,CY057655,CY057658,Wisconsin,A/Wisconsin/629-D00544/2009(H1N1),H1N1
2062,10/10/2009,Yes,USA,IRD:Human,CY057613,CY057612,CY057611,CY057606,CY057609,CY057608,CY057607,CY057610,Wisconsin,A/Wisconsin/629-D00557/2009(H1N1),H1N1
2063,9/24/2009,Yes,USA,IRD:Human,CY057509,CY057508,CY057507,CY057502,CY057505,CY057504,CY057503,CY057506,Wisconsin,A/Wisconsin/629-D00565/2009(H1N1),H1N1
2064,6/8/2009,Yes,USA,IRD:Human,CY051078,CY051077,CY051076,CY051071,CY051074,CY051073,CY051072,CY051075,Wisconsin,A/Wisconsin/629-D00579/2009(H1N1),H1N1
2065,6/3/2009,Yes,USA,IRD:Human,CY054690,CY054689,CY054688,CY054683,CY054686,CY054685,CY054684,CY054687,Wisconsin,A/Wisconsin/629-D00589/2009(H1N1),H1N1
2066,6/2/2009,Yes,USA,IRD:Human,CY050990,CY050989,CY050988,CY050983,CY050986,CY050985,CY050984,CY050987,Wisconsin,A/Wisconsin/629-D00592/2009(H1N1),H1N1
2067,11/26/2009,Yes,USA,IRD:Human,CY057949,CY057948,CY057947,CY057942,CY057945,CY057944,CY057943,CY057946,Wisconsin,A/Wisconsin/629-D00629/2009(H1N1),H1N1
2068,12/10/2009,Yes,USA,IRD:Human,CY058037,CY058036,CY058035,CY058030,CY058033,CY058032,CY058031,CY058034,Wisconsin,A/Wisconsin/629-D00636/2009(H1N1),H1N1
2069,9/12/2009,Yes,USA,IRD:Human,CY057373,CY057372,CY057371,CY057366,CY057369,CY057368,CY057367,CY057370,Wisconsin,A/Wisconsin/629-D00643/2009(H1N1),H1N1
2070,6/4/2009,Yes,USA,IRD:Human,CY051038,CY051037,CY051036,CY051031,CY051034,CY051033,CY051032,CY051035,Wisconsin,A/Wisconsin/629-D00658/2009(H1N1),H1N1
2071,6/13/2009,Yes,USA,IRD:Human,CY051006,CY051005,CY051004,CY050999,CY051002,CY051001,CY051000,CY051003,Wisconsin,A/Wisconsin/629-D00665/2009(H1N1),H1N1
2072,12/8/2009,Yes,USA,IRD:Human,CY058021,CY058020,CY058019,CY058014,CY058017,CY058016,CY058015,CY058018,Wisconsin,A/Wisconsin/629-D00672/2009(H1N1),H1N1
2073,10/12/2009,Yes,USA,IRD:Human,CY063234,CY063233,CY063232,CY063227,CY063230,CY063229,CY063228,CY063231,Wisconsin,A/Wisconsin/629-D00675/2009(H1N1),H1N1
2074,5/1/2009,Yes,USA,IRD:Human,CY046434,CY046433,CY046432,CY046427,CY046430,CY046429,CY046428,CY046431,Wisconsin,A/Wisconsin/629-D00677/2009(H1N1),H1N1
2075,12/9/2009,Yes,USA,IRD:Human,CY058371,CY058370,CY058369,CY058364,CY058367,CY058366,CY058365,CY058368,Wisconsin,A/Wisconsin/629-D00689/2009(H1N1),H1N1
2076,10/4/2009,Yes,USA,IRD:Human,CY057565,CY057564,CY057563,CY057558,CY057561,CY057560,CY057559,CY057562,Wisconsin,A/Wisconsin/629-D00690/2009(H1N1),H1N1
2077,10/15/2009,Yes,USA,IRD:Human,CY063258,CY063257,CY063256,CY063251,CY063254,CY063253,CY063252,CY063255,Wisconsin,A/Wisconsin/629-D00692/2009(H1N1),H1N1
2078,5/27/2009,Yes,USA,IRD:Human,CY046818,CY046817,CY046816,CY046811,CY046814,CY046813,CY046812,CY046815,Wisconsin,A/Wisconsin/629-D00698/2009(H1N1),H1N1
2079,5/4/2009,Yes,USA,IRD:Human,CY046538,CY046537,CY046536,CY046531,CY046534,CY046533,CY046532,CY046535,Wisconsin,A/Wisconsin/629-D00714/2009(H1N1),H1N1
2080,5/19/2009,Yes,USA,IRD:Human,CY046778,CY046777,CY046776,CY046771,CY046774,CY046773,CY046772,CY046775,Wisconsin,A/Wisconsin/629-D00722/2009(H1N1),H1N1
2081,6/1/2009,Yes,USA,IRD:Human,CY050958,CY050957,CY050956,CY050951,CY050954,CY050953,CY050952,CY050955,Wisconsin,A/Wisconsin/629-D00724/2009(H1N1),H1N1
2082,6/4/2009,Yes,USA,IRD:Human,CY051046,CY051045,CY051044,CY051039,CY051042,CY051041,CY051040,CY051043,Wisconsin,A/Wisconsin/629-D00725/2009(H1N1),H1N1
2083,9/8/2009,Yes,USA,IRD:Human,CY057002,CY057001,CY057000,CY056995,CY056998,CY056997,CY056996,CY056999,Wisconsin,A/Wisconsin/629-D00734/2009(H1N1),H1N1
2084,10/16/2009,Yes,USA,IRD:Human,CY063266,CY063265,CY063264,CY063259,CY063262,CY063261,CY063260,CY063263,Wisconsin,A/Wisconsin/629-D00740/2009(H1N1),H1N1
2085,9/21/2009,Yes,USA,IRD:Human,CY057461,CY057460,CY057459,CY057454,CY057457,CY057456,CY057455,CY057458,Wisconsin,A/Wisconsin/629-D00748/2009(H1N1),H1N1
2086,4/30/2009,Yes,USA,IRD:Human,CY046394,CY046393,CY046392,CY046387,CY046390,CY046389,CY046388,CY046391,Wisconsin,A/Wisconsin/629-D00750/2009(H1N1),H1N1
2087,5/19/2009,Yes,USA,IRD:Human,CY046722,CY050418,CY046720,CY046715,CY046718,CY046717,CY050413,CY046719,Wisconsin,A/Wisconsin/629-D00752/2009(H1N1),H1N1
2088,4/30/2009,Yes,USA,IRD:Human,CY046426,CY046425,CY046424,CY046419,CY046422,CY046421,CY046420,CY046423,Wisconsin,A/Wisconsin/629-D00767/2009(H1N1),H1N1
2089,12/8/2009,Yes,USA,IRD:Human,CY058387,CY058386,CY058385,CY058380,CY058383,CY058382,CY058381,CY058384,Wisconsin,A/Wisconsin/629-D00780/2009(H1N1),H1N1
2090,5/4/2009,Yes,USA,IRD:Human,CY046370,CY046369,CY046368,CY046363,CY046366,CY046365,CY046364,CY046367,Wisconsin,A/Wisconsin/629-D00790/2009(H1N1),H1N1
2091,11/7/2009,Yes,USA,IRD:Human,CY057781,CY057780,CY057779,CY057774,CY057777,CY057776,CY057775,CY057778,Wisconsin,A/Wisconsin/629-D00802/2009(H1N1),H1N1
2092,5/4/2009,Yes,USA,IRD:Human,CY046410,CY046409,CY046408,CY046403,CY046406,CY046405,CY046404,CY046407,Wisconsin,A/Wisconsin/629-D00807/2009(H1N1),H1N1
2093,5/28/2009,Yes,USA,IRD:Human,CY046906,CY046905,CY046904,CY046899,CY046902,CY046901,CY046900,CY046903,Wisconsin,A/Wisconsin/629-D00829/2009(H1N1),H1N1
2094,10/12/2009,Yes,USA,IRD:Human,CY063250,CY063249,CY063248,CY063243,CY063246,CY063245,CY063244,CY063247,Wisconsin,A/Wisconsin/629-D00830/2009(H1N1),H1N1
2095,9/15/2009,Yes,USA,IRD:Human,CY057413,CY057412,CY057411,CY057406,CY057409,CY057408,CY057407,CY057410,Wisconsin,A/Wisconsin/629-D00832/2009(H1N1),H1N1
2096,10/5/2009,Yes,USA,IRD:Human,CY057573,CY057572,CY057571,CY057566,CY057569,CY057568,CY057567,CY057570,Wisconsin,A/Wisconsin/629-D00834/2009(H1N1),H1N1
2097,9/22/2009,Yes,USA,IRD:Human,CY057469,CY057468,CY057467,CY057462,CY057465,CY057464,CY057463,CY057466,Wisconsin,A/Wisconsin/629-D00839/2009(H1N1),H1N1
2098,10/2/2009,Yes,USA,IRD:Human,CY057549,CY057548,CY057547,CY057542,CY057545,CY057544,CY057543,CY057546,Wisconsin,A/Wisconsin/629-D00853/2009(H1N1),H1N1
2099,11/19/2009,Yes,USA,IRD:Human,CY063306,CY063305,CY063304,CY063299,CY063302,CY063301,CY063300,CY063303,Wisconsin,A/Wisconsin/629-D00859/2009(H1N1),H1N1
2100,5/3/2009,Yes,USA,IRD:Human,CY046218,CY046217,CY046216,CY046211,CY046214,CY046213,CY046212,CY046215,Wisconsin,A/Wisconsin/629-D00869/2009(H1N1),H1N1
2101,11/2/2009,Yes,USA,IRD:Human,CY063282,CY063281,CY063280,CY063275,CY063278,CY063277,CY063276,CY063279,Wisconsin,A/Wisconsin/629-D00888/2009(H1N1),H1N1
2102,9/26/2009,Yes,USA,IRD:Human,CY057525,CY057524,CY057523,CY057518,CY057521,CY057520,CY057519,CY057522,Wisconsin,A/Wisconsin/629-D00891/2009(H1N1),H1N1
2103,5/8/2009,Yes,USA,IRD:Human,CY046578,CY046577,CY046576,CY046571,CY046574,CY046573,CY046572,CY046575,Wisconsin,A/Wisconsin/629-D00905/2009(H1N1),H1N1
2104,11/22/2009,Yes,USA,IRD:Human,CY057901,CY057900,CY057899,CY057894,CY057897,CY057896,CY057895,CY057898,Wisconsin,A/Wisconsin/629-D00908/2009(H1N1),H1N1
2105,11/15/2009,Yes,USA,IRD:Human,CY057837,CY057836,CY057835,CY057830,CY057833,CY057832,CY057831,CY057834,Wisconsin,A/Wisconsin/629-D00911/2009(H1N1),H1N1
2106,6/14/2009,Yes,USA,IRD:Human,CY051126,CY051125,CY051124,CY051119,CY051122,CY051121,CY051120,CY051123,Wisconsin,A/Wisconsin/629-D00916/2009(H1N1),H1N1
2107,5/2/2009,Yes,USA,IRD:Human,CY046274,CY046273,CY046272,CY046267,CY046270,CY046269,CY046268,CY046271,Wisconsin,A/Wisconsin/629-D00933/2009(H1N1),H1N1
2108,12/2/2009,Yes,USA,IRD:Human,CY057997,CY057996,CY057995,CY057990,CY057993,CY057992,CY057991,CY057994,Wisconsin,A/Wisconsin/629-D00935/2009(H1N1),H1N1
2109,11/15/2009,Yes,USA,IRD:Human,CY057869,CY057868,CY057867,CY057862,CY057865,CY057864,CY057863,CY057866,Wisconsin,A/Wisconsin/629-D00936/2009(H1N1),H1N1
2110,11/2/2009,Yes,USA,IRD:Human,CY058683,CY058682,CY058681,CY058676,CY058679,CY058678,CY058677,CY058680,Wisconsin,A/Wisconsin/629-D00938/2009(H1N1),H1N1
2111,6/1/2009,Yes,USA,IRD:Human,CY050966,CY050965,CY050964,CY050959,CY050962,CY050961,CY050960,CY050963,Wisconsin,A/Wisconsin/629-D00941/2009(H1N1),H1N1
2112,5/27/2009,Yes,USA,IRD:Human,CY050902,CY050901,CY050900,CY050895,CY050898,CY050897,CY050896,CY050899,Wisconsin,A/Wisconsin/629-D00949/2009(H1N1),H1N1
2113,11/14/2009,Yes,USA,IRD:Human,CY057829,CY057828,CY057827,CY057822,CY057825,CY057824,CY057823,CY057826,Wisconsin,A/Wisconsin/629-D00965/2009(H1N1),H1N1
2114,5/16/2009,Yes,USA,IRD:Human,CY046642,CY046641,CY046640,CY046635,CY046638,CY046637,CY046636,CY046639,Wisconsin,A/Wisconsin/629-D00967/2009(H1N1),H1N1
2115,11/24/2009,Yes,USA,IRD:Human,CY057941,CY057940,CY057939,CY057934,CY057937,CY057936,CY057935,CY057938,Wisconsin,A/Wisconsin/629-D00968/2009(H1N1),H1N1
2116,11/27/2009,Yes,USA,IRD:Human,CY057965,CY057964,CY057963,CY057958,CY057961,CY057960,CY057959,CY057962,Wisconsin,A/Wisconsin/629-D00970/2009(H1N1),H1N1
2117,5/14/2009,Yes,USA,IRD:Human,CY046690,CY046689,CY046688,CY046683,CY046686,CY046685,CY046684,CY046687,Wisconsin,A/Wisconsin/629-D00978/2009(H1N1),H1N1
2118,5/17/2009,Yes,USA,IRD:Human,CY050403,CY050402,CY050401,CY050396,CY050399,CY050398,CY050397,CY050400,Wisconsin,A/Wisconsin/629-D00989/2009(H1N1),H1N1
2119,12/16/2009,Yes,USA,IRD:Human,CY058467,CY058466,CY058465,CY058460,CY058463,CY058462,CY058461,CY058464,Wisconsin,A/Wisconsin/629-D00996/2009(H1N1),H1N1
2120,5/14/2009,Yes,USA,IRD:Human,CY046666,CY046665,CY046664,CY046659,CY046662,CY046661,CY046660,CY046663,Wisconsin,A/Wisconsin/629-D00997/2009(H1N1),H1N1
2121,11/8/2009,Yes,USA,IRD:Human,CY057789,CY057788,CY057787,CY057782,CY057785,CY057784,CY057783,CY057786,Wisconsin,A/Wisconsin/629-D01014/2009(H1N1),H1N1
2122,9/29/2009,Yes,USA,IRD:Human,CY058283,CY058282,CY058281,CY058276,CY058279,CY058278,CY058277,CY058280,Wisconsin,A/Wisconsin/629-D01015/2009(H1N1),H1N1
2123,5/3/2009,Yes,USA,IRD:Human,CY046354,CY046353,CY046352,CY046347,CY046350,CY046349,CY046348,CY046351,Wisconsin,A/Wisconsin/629-D01017/2009(H1N1),H1N1
2124,5/28/2009,Yes,USA,IRD:Human,CY046802,CY046801,CY046800,CY046795,CY046798,CY046797,CY046796,CY046799,Wisconsin,A/Wisconsin/629-D01026/2009(H1N1),H1N1
2125,12/16/2009,Yes,USA,IRD:Human,CY058411,CY058410,CY058409,CY058404,CY058407,CY058406,CY058405,CY058408,Wisconsin,A/Wisconsin/629-D01038/2009(H1N1),H1N1
2126,5/9/2009,Yes,USA,IRD:Human,CY046618,CY046617,CY046616,CY046611,CY046614,CY046613,CY046612,CY046615,Wisconsin,A/Wisconsin/629-D01055/2009(H1N1),H1N1
2127,5/4/2009,Yes,USA,IRD:Human,CY050149,CY050148,CY050147,CY050142,CY050145,CY050144,CY050143,CY050146,Wisconsin,A/Wisconsin/629-D01058/2009(H1N1),H1N1
2128,10/9/2009,Yes,USA,IRD:Human,CY057605,CY057604,CY057603,CY057598,CY057601,CY057600,CY057599,CY057602,Wisconsin,A/Wisconsin/629-D01080/2009(H1N1),H1N1
2129,5/28/2009,Yes,USA,IRD:Human,CY046914,CY046913,CY046912,CY046907,CY046910,CY046909,CY046908,CY046911,Wisconsin,A/Wisconsin/629-D01083/2009(H1N1),H1N1
2130,5/3/2009,Yes,USA,IRD:Human,CY046282,CY046281,CY046280,CY046275,CY046278,CY046277,CY046276,CY046279,Wisconsin,A/Wisconsin/629-D01092/2009(H1N1),H1N1
2131,10/6/2009,Yes,USA,IRD:Human,CY058291,CY058290,CY058289,CY058284,CY058287,CY058286,CY058285,CY058288,Wisconsin,A/Wisconsin/629-D01102/2009(H1N1),H1N1
2132,11/5/2009,Yes,USA,IRD:Human,CY057741,CY057740,CY057739,CY057734,CY057737,CY057736,CY057735,CY057738,Wisconsin,A/Wisconsin/629-D01140/2009(H1N1),H1N1
2133,6/14/2009,Yes,USA,IRD:Human,CY051158,CY051157,CY051156,CY051151,CY051154,CY051153,CY051152,CY051155,Wisconsin,A/Wisconsin/629-D01147/2009(H1N1),H1N1
2134,6/15/2009,Yes,USA,IRD:Human,CY051142,CY051141,CY051140,CY051135,CY051138,CY051137,CY051136,CY051139,Wisconsin,A/Wisconsin/629-D01152/2009(H1N1),H1N1
2135,5/13/2009,Yes,USA,IRD:Human,CY050379,CY050378,CY050377,CY050372,CY050375,CY050374,CY050373,CY050376,Wisconsin,A/Wisconsin/629-D01154/2009(H1N1),H1N1
2136,5/2/2009,Yes,USA,IRD:Human,CY046402,CY046401,CY046400,CY046395,CY046398,CY046397,CY046396,CY046399,Wisconsin,A/Wisconsin/629-D01189/2009(H1N1),H1N1
2137,11/24/2009,Yes,USA,IRD:Human,CY057933,CY057932,CY057931,CY057926,CY057929,CY057928,CY057927,CY057930,Wisconsin,A/Wisconsin/629-D01190/2009(H1N1),H1N1
2138,6/9/2009,Yes,USA,IRD:Human,CY051246,CY051245,CY051244,CY051239,CY051242,CY051241,CY051240,CY051243,Wisconsin,A/Wisconsin/629-D01199/2009(H1N1),H1N1
2139,5/4/2009,Yes,USA,IRD:Human,CY046450,CY046449,CY046448,CY046443,CY046446,CY046445,CY046444,CY046447,Wisconsin,A/Wisconsin/629-D01226/2009(H1N1),H1N1
2140,9/22/2009,Yes,USA,IRD:Human,CY057485,CY057484,CY057483,CY057478,CY057481,CY057480,CY057479,CY057482,Wisconsin,A/Wisconsin/629-D01237/2009(H1N1),H1N1
2141,12/12/2009,Yes,USA,IRD:Human,CY058379,CY058378,CY058377,CY058372,CY058375,CY058374,CY058373,CY058376,Wisconsin,A/Wisconsin/629-D01244/2009(H1N1),H1N1
2142,5/4/2009,Yes,USA,IRD:Human,CY046226,CY046225,CY046224,CY046219,CY046222,CY046221,CY046220,CY046223,Wisconsin,A/Wisconsin/629-D01251/2009(H1N1),H1N1
2143,5/28/2009,Yes,USA,IRD:Human,CY050918,CY050917,CY050916,CY050911,CY050914,CY050913,CY050912,CY050915,Wisconsin,A/Wisconsin/629-D01262/2009(H1N1),H1N1
2144,5/15/2009,Yes,USA,IRD:Human,CY050387,CY050386,CY050385,CY050380,CY050383,CY050382,CY050381,CY050384,Wisconsin,A/Wisconsin/629-D01295/2009(H1N1),H1N1
2145,5/3/2009,Yes,USA,IRD:Human,CY046234,CY046233,CY046232,CY046227,CY046230,CY046229,CY046228,CY046231,Wisconsin,A/Wisconsin/629-D01296/2009(H1N1),H1N1
2146,5/13/2009,Yes,USA,IRD:Human,CY046682,CY046681,CY046680,CY046675,CY046678,CY046677,CY046676,CY046679,Wisconsin,A/Wisconsin/629-D01305/2009(H1N1),H1N1
2147,5/1/2009,Yes,USA,IRD:Human,CY046322,CY046321,CY046320,CY046315,CY046318,CY046317,CY046316,CY046319,Wisconsin,A/Wisconsin/629-D01308/2009(H1N1),H1N1
2148,5/8/2009,Yes,USA,IRD:Human,CY046546,CY046545,CY046544,CY046539,CY046542,CY046541,CY046540,CY046543,Wisconsin,A/Wisconsin/629-D01313/2009(H1N1),H1N1
2149,6/11/2009,Yes,USA,IRD:Human,CY051086,CY051085,CY051084,CY051079,CY051082,CY051081,CY051080,CY051083,Wisconsin,A/Wisconsin/629-D01326/2009(H1N1),H1N1
2150,11/23/2009,Yes,USA,IRD:Human,CY057925,CY057924,CY057923,CY057918,CY057921,CY057920,CY057919,CY057922,Wisconsin,A/Wisconsin/629-D01330/2009(H1N1),H1N1
2151,11/5/2009,Yes,USA,IRD:Human,CY057773,CY057772,CY057771,CY057766,CY057769,CY057768,CY057767,CY057770,Wisconsin,A/Wisconsin/629-D01346/2009(H1N1),H1N1
2152,11/16/2009,Yes,USA,IRD:Human,CY058339,CY058338,CY058337,CY058332,CY058335,CY058334,CY058333,CY058336,Wisconsin,A/Wisconsin/629-D01347/2009(H1N1),H1N1
2153,10/1/2009,Yes,USA,IRD:Human,CY063226,CY063225,CY063224,CY063219,CY063222,CY063221,CY063220,CY063223,Wisconsin,A/Wisconsin/629-D01351/2009(H1N1),H1N1
2154,9/21/2009,Yes,USA,IRD:Human,CY057453,CY057452,CY057451,CY057446,CY057449,CY057448,CY057447,CY057450,Wisconsin,A/Wisconsin/629-D01355/2009(H1N1),H1N1
2155,11/8/2009,Yes,USA,IRD:Human,CY057797,CY057796,CY057795,CY057790,CY057793,CY057792,CY057791,CY057794,Wisconsin,A/Wisconsin/629-D01369/2009(H1N1),H1N1
2156,9/28/2009,Yes,USA,IRD:Human,CY057533,CY057532,CY057531,CY057526,CY057529,CY057528,CY057527,CY057530,Wisconsin,A/Wisconsin/629-D01391/2009(H1N1),H1N1
2157,12/1/2009,Yes,USA,IRD:Human,CY057989,CY057988,CY057987,CY057982,CY057985,CY057984,CY057983,CY057986,Wisconsin,A/Wisconsin/629-D01412/2009(H1N1),H1N1
2158,6/27/2009,Yes,USA,IRD:Human,CY051214,CY051213,CY051212,CY051207,CY051210,CY051209,CY051208,CY051211,Wisconsin,A/Wisconsin/629-D01414/2009(H1N1),H1N1
2159,5/4/2009,Yes,USA,IRD:Human,CY046866,CY046865,CY046864,CY046859,CY046862,CY046861,CY046860,CY046863,Wisconsin,A/Wisconsin/629-D01415/2009(H1N1),H1N1
2160,6/4/2009,Yes,USA,IRD:Human,CY089903,CY089902,CY089901,CY089896,CY089899,CY089898,CY089897,CY089900,Wisconsin,A/Wisconsin/629-D01420/2009(H1N1),H1N1
2161,11/29/2009,Yes,USA,IRD:Human,CY057981,CY057980,CY057979,CY057974,CY057977,CY057976,CY057975,CY057978,Wisconsin,A/Wisconsin/629-D01434/2009(H1N1),H1N1
2162,5/24/2009,Yes,USA,IRD:Human,CY046706,CY046705,CY046704,CY046699,CY046702,CY046701,CY046700,CY046703,Wisconsin,A/Wisconsin/629-D01445/2009(H1N1),H1N1
2163,11/8/2009,Yes,USA,IRD:Human,CY057805,CY057804,CY057803,CY057798,CY057801,CY057800,CY057799,CY057802,Wisconsin,A/Wisconsin/629-D01466/2009(H1N1),H1N1
2164,9/15/2009,Yes,USA,IRD:Human,CY057405,CY057404,CY057403,CY057398,CY057401,CY057400,CY057399,CY057402,Wisconsin,A/Wisconsin/629-D01469/2009(H1N1),H1N1
2165,12/7/2009,Yes,USA,IRD:Human,CY058013,CY058012,CY058011,CY058006,CY058009,CY058008,CY058007,CY058010,Wisconsin,A/Wisconsin/629-D01473/2009(H1N1),H1N1
2166,5/10/2009,Yes,USA,IRD:Human,CY050451,CY046601,CY046600,CY050444,CY046598,CY046597,CY050445,CY046599,Wisconsin,A/Wisconsin/629-D01482/2009(H1N1),H1N1
2167,4/28/2009,Yes,USA,IRD:Human,CY046338,CY046337,CY046336,CY046331,CY046334,CY046333,CY046332,CY046335,Wisconsin,A/Wisconsin/629-D01505/2009(H1N1),H1N1
2168,5/20/2009,Yes,USA,IRD:Human,CY046738,CY046737,CY046736,CY046731,CY046734,CY046733,CY046732,CY046735,Wisconsin,A/Wisconsin/629-D01521/2009(H1N1),H1N1
2169,9/18/2009,Yes,USA,IRD:Human,CY057445,CY057444,CY057443,CY057438,CY057441,CY057440,CY057439,CY057442,Wisconsin,A/Wisconsin/629-D01522/2009(H1N1),H1N1
2170,11/29/2009,Yes,USA,IRD:Human,CY057973,CY057972,CY057971,CY057966,CY057969,CY057968,CY057967,CY057970,Wisconsin,A/Wisconsin/629-D01528/2009(H1N1),H1N1
2171,4/30/2009,Yes,USA,IRD:Human,CY046362,CY046361,CY046360,CY046355,CY046358,CY046357,CY046356,CY046359,Wisconsin,A/Wisconsin/629-D01529/2009(H1N1),H1N1
2172,12/17/2009,Yes,USA,IRD:Human,CY058443,CY058442,CY058441,CY058436,CY058439,CY058438,CY058437,CY058440,Wisconsin,A/Wisconsin/629-D01556/2009(H1N1),H1N1
2173,4/30/2009,Yes,USA,IRD:Human,CY046458,CY046457,CY046456,CY046451,CY046454,CY046453,CY046452,CY046455,Wisconsin,A/Wisconsin/629-D01558/2009(H1N1),H1N1
2174,11/5/2009,Yes,USA,IRD:Human,CY057757,CY057756,CY057755,CY057750,CY057753,CY057752,CY057751,CY057754,Wisconsin,A/Wisconsin/629-D01570/2009(H1N1),H1N1
2175,11/19/2009,Yes,USA,IRD:Human,CY063314,CY063313,CY063312,CY063307,CY063310,CY063309,CY063308,CY063311,Wisconsin,A/Wisconsin/629-D01572/2009(H1N1),H1N1
2176,11/17/2009,Yes,USA,IRD:Human,CY058355,CY058354,CY058353,CY058348,CY058351,CY058350,CY058349,CY058352,Wisconsin,A/Wisconsin/629-D01582/2009(H1N1),H1N1
2177,12/7/2009,Yes,USA,IRD:Human,CY058403,CY058402,CY058401,CY058396,CY058399,CY058398,CY058397,CY058400,Wisconsin,A/Wisconsin/629-D01591/2009(H1N1),H1N1
2178,5/3/2009,Yes,USA,IRD:Human,CY046250,CY046249,CY046248,CY046243,CY046246,CY046245,CY046244,CY046247,Wisconsin,A/Wisconsin/629-D01606/2009(H1N1),H1N1
2179,6/13/2009,Yes,USA,IRD:Human,CY051110,CY051109,CY051108,CY051103,CY051106,CY051105,CY051104,CY051107,Wisconsin,A/Wisconsin/629-D01618/2009(H1N1),H1N1
2180,6/15/2009,Yes,USA,IRD:Human,CY051014,CY051013,CY051012,CY051007,CY051010,CY051009,CY051008,CY051011,Wisconsin,A/Wisconsin/629-D01619/2009(H1N1),H1N1
2181,11/16/2009,Yes,USA,IRD:Human,CY057877,CY057876,CY057875,CY057870,CY057873,CY057872,CY057871,CY057874,Wisconsin,A/Wisconsin/629-D01661/2009(H1N1),H1N1
2182,6/3/2009,Yes,USA,IRD:Human,CY051238,CY051237,CY051236,CY051231,CY051234,CY051233,CY051232,CY051235,Wisconsin,A/Wisconsin/629-D01664/2009(H1N1),H1N1
2183,5/3/2009,Yes,USA,IRD:Human,CY046378,CY046377,CY046376,CY046371,CY046374,CY046373,CY046372,CY046375,Wisconsin,A/Wisconsin/629-D01705/2009(H1N1),H1N1
2184,6/1/2009,Yes,USA,IRD:Human,CY050974,CY050973,CY050972,CY050967,CY050970,CY050969,CY050968,CY050971,Wisconsin,A/Wisconsin/629-D01725/2009(H1N1),H1N1
2185,6/16/2009,Yes,USA,IRD:Human,CY051150,CY051149,CY051148,CY051143,CY051146,CY051145,CY051144,CY051147,Wisconsin,A/Wisconsin/629-D01734/2009(H1N1),H1N1
2186,5/2/2009,Yes,USA,IRD:Human,CY046242,CY046241,CY046240,CY046235,CY046238,CY046237,CY046236,CY046239,Wisconsin,A/Wisconsin/629-D01735/2009(H1N1),H1N1
2187,10/9/2009,Yes,USA,IRD:Human,CY057589,CY057588,CY057587,CY057582,CY057585,CY057584,CY057583,CY057586,Wisconsin,A/Wisconsin/629-D01749/2009(H1N1),H1N1
2188,12/15/2009,Yes,USA,IRD:Human,CY058435,CY058434,CY058433,CY058428,CY058431,CY058430,CY058429,CY058432,Wisconsin,A/Wisconsin/629-D01752/2009(H1N1),H1N1
2189,5/4/2009,Yes,USA,IRD:Human,CY046922,CY046921,CY046920,CY046915,CY046918,CY046917,CY046916,CY046919,Wisconsin,A/Wisconsin/629-D01764/2009(H1N1),H1N1
2190,4/30/2009,Yes,USA,IRD:Human,CY046266,CY046265,CY046264,CY046259,CY046262,CY046261,CY046260,CY046263,Wisconsin,A/Wisconsin/629-D01773/2009(H1N1),H1N1
2191,5/28/2009,Yes,USA,IRD:Human,CY050910,CY050909,CY050908,CY050903,CY050906,CY050905,CY050904,CY050907,Wisconsin,A/Wisconsin/629-D01779/2009(H1N1),H1N1
2192,5/20/2009,Yes,USA,IRD:Human,CY046714,CY046713,CY046712,CY046707,CY046710,CY046709,CY046708,CY046711,Wisconsin,A/Wisconsin/629-D01787/2009(H1N1),H1N1
2193,5/1/2009,Yes,USA,IRD:Human,CY046194,CY046193,CY046192,CY046187,CY046190,CY046189,CY046188,CY046191,Wisconsin,A/Wisconsin/629-D01793/2009(H1N1),H1N1
